type,key,k1,k2,M,m,a,e,i,dx,dy,dz,x,y,z,vx,vy,vz
binary,121199364818946834,12168077694768391257,15159226928392376694,1.4721966482684035,0.0,107.12285674111673,0.9563657005715755,74.26371542823891,166.2881079767173,-41.0538274987191,84.23381081777725,0.8470084376206284,-0.7417525146980335,2.3400350118526743,-0.07047527791669965,-0.19110797940222113,0.9584814702076982
binary,14379779229032109341,6704752030834972739,4020924333520051854,2.1599189556468903,0.0,128.4348568463144,0.9813533476480973,51.61102647877195,-77.44866500545912,-160.5574164189826,-173.8651400795291,0.03754087043688372,0.8751936678387817,-0.16755950341495962,-0.139866186199799,-0.25308159452876156,1.7264711383213023
singleton,1935503606869297515,0,0,83.84314156816185,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.6544361721659546,-1.0708112467793656,-1.4175438354302008,-0.03942279987862159,-0.16519280027446787,0.3365399738881287
singleton,1371408759431672430,0,0,83.8735887964935,0.0,0.0,0,0.0,0.0,0.0,0.0,0.8534487389270459,-0.09933068436474003,2.1745044802134963,-0.047877133394984187,-0.13264848918725727,-0.4368418283578646
singleton,12535275277262042959,0,0,83.88726023742839,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5875067405356963,-1.019777526838606,-3.318209653220007,-0.340972524079585,-0.15756786497274836,-0.2939273043398639
singleton,13326426279033461797,0,0,83.91972957677109,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5993955900130747,-1.1582893936917813,-0.5545161141951601,1.2676143117735341,-0.9297181161266365,0.15435534103139956
singleton,5286629123222022888,0,0,84.06320020369935,0.0,0.0,0,0.0,0.0,0.0,0.0,0.26440228840079016,-0.1284372226090926,-0.392366371511912,-0.2819035374502266,-0.07075452374483863,-0.2068983910176429
singleton,323818359175816018,0,0,84.08036422668455,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.7543305719934752,0.7214886176061727,-1.345827280710441,-0.8940507463848387,0.1679540724933158,-0.5623537587713021
singleton,9601995878867416409,0,0,84.1149212663022,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.05623224571494627,-0.23718102513614073,0.32252116314763374,-0.7176615872280981,0.18792669709941656,1.3815868859362344
singleton,6763148002287771257,0,0,84.12691217137878,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9849865060196725,-0.31955613465989535,-1.4049896626077383,0.041034404228880515,-0.1628230846648803,0.21796839007933727
singleton,3237124759829792417,0,0,84.13752483156037,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4505946138618092,-0.824120838395066,-0.6622607236125577,0.1937251110547051,1.3607450714267202,1.511027862839203
singleton,2642547038420940096,0,0,84.17099282320852,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.6536466311460849,3.8632075921971047,-0.01748910646488079,0.8439612805480241,0.7963979257446714,0.3599579134092536
singleton,1665912881699032614,0,0,84.1796284654392,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.2615961894587073,-0.1404975267562573,-0.09465375739959939,-0.6386599359259041,-0.18537474162318274,-1.5153812655995826
singleton,10647007737505311681,0,0,84.19681900406435,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.1250315940440403,0.13047486659106408,-1.421014999432355,-1.0389504019759312,1.1028756080975486,0.5068986585163529
singleton,8413076455020758275,0,0,84.23949294160388,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.134666440661116,0.43674965629374285,0.4263171805409606,0.06827488983920023,-0.46004072178277,-0.7180996044406563
singleton,9237056478337605272,0,0,84.24911925853313,0.0,0.0,0,0.0,0.0,0.0,0.0,0.10774467692916045,-0.1314781065452683,0.42590870856757507,-1.197775079273539,1.9351268354713924,0.7209219803141866
singleton,15612350236414180577,0,0,84.26178536435808,0.0,0.0,0,0.0,0.0,0.0,0.0,-2.808870477825231,1.21418716818887,-1.40255590049773,0.6715959381132722,0.15929919826372987,-0.359903874581633
singleton,3606337796703796050,0,0,84.27007857597214,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.24158268297498478,-0.19890175896295637,-0.059913377338091364,0.16287564238141128,-0.9675523499876278,1.2741316365313509
singleton,9027636839250698066,0,0,84.27872886904989,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.3105259135889225,0.8017438231103656,1.5899370439519063,-1.053544376514435,0.5750294106975349,-0.1406866326677088
singleton,13271381797495701085,0,0,84.28435708052154,0.0,0.0,0,0.0,0.0,0.0,0.0,1.3540284145413315,1.9406153927592913,1.1899876655701387,0.14498278165483347,-0.3587734227989342,-0.07440127035184746
singleton,11921589243780254564,0,0,84.28947334376645,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.3803845239574046,0.2652304840014707,0.641876897930304,-1.591638520764517,-0.7249347950324961,-0.8579595066397455
singleton,5542244204076031495,0,0,84.52700782911076,0.0,0.0,0,0.0,0.0,0.0,0.0,-5.783977714192583,-0.6678580760989241,1.2297934506756851,0.26422356674820263,0.12929616998628332,-0.18665426239172395
singleton,15084294175118664038,0,0,84.65877301942245,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.16250763974975949,-0.9320162381186737,-0.6229017717372803,-0.507171720948185,0.9578635333428711,1.0629554873592033
singleton,17536093252072488055,0,0,84.65928270286422,0.0,0.0,0,0.0,0.0,0.0,0.0,0.38598974755521365,-1.0785342846091808,-0.30448496125124347,-1.1063553947263227,1.2073455431997313,0.7324136523699682
singleton,13627299685160665036,0,0,84.76952668465647,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.7093400209728854,1.0014329105712483,-1.091883342523791,-1.3326056572156593,0.6808370252838443,-0.736574830533105
singleton,16260271620736012158,0,0,84.821289059317,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.2783585160075313,-0.3195989989095238,-2.222830610364634,-0.012925987260023402,0.9116024995285165,-0.052126007217030444
singleton,6813070437113330268,0,0,84.861760308533,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7660648880858347,0.4812557253078251,0.5856437040712383,0.10188880172752904,0.48207933201181363,1.6183876792103653
singleton,17637389970694615839,0,0,84.99126824888964,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7893928191993927,1.1021342122916977,0.7821888213711217,0.8567427606384653,-0.4129400798799136,-0.4675446050819655
singleton,9709215528476694104,0,0,84.99853942352654,0.0,0.0,0,0.0,0.0,0.0,0.0,-4.333931656619918,-1.3652746944578995,-0.9191780193071952,0.165842759706005,-0.6115073991241791,1.0081606604078566
singleton,17032472724500435144,0,0,85.03267449353085,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.7096799415786512,-0.15025830543226362,-0.1695459288590315,-0.4352830168961496,1.3076711701876946,0.7246139309455637
singleton,9469742735102138673,0,0,85.04786905785014,0.0,0.0,0,0.0,0.0,0.0,0.0,0.548210654537305,0.20455121070149082,-0.3389795936149207,1.6727283359944736,-1.04922657466048,-0.9949019339605871
singleton,4431633479894050693,0,0,85.17441032503551,0.0,0.0,0,0.0,0.0,0.0,0.0,1.746899561478117,-0.21604879536396437,-2.018886622527276,0.8111510256160757,0.03726306385260813,0.25595524898066463
singleton,16704313745443513778,0,0,85.22302201648954,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.8193106909306693,0.293871174323826,-0.46227414792915505,-0.9011725299746728,0.3112783737695971,-0.16239752298997942
singleton,16154094993081435731,0,0,85.25305414883645,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1401852862417403,-1.4560375555253413,2.383179440198095,0.39479164266525113,-0.2565962445281151,-0.18668070352009494
singleton,12078892792423467313,0,0,85.2795294625326,0.0,0.0,0,0.0,0.0,0.0,0.0,4.546526465770083,-4.09241702370308,3.414692194691389,-0.017306006170145976,0.264078217579707,0.11410673782629167
singleton,10100329213030246047,0,0,85.28818464553817,0.0,0.0,0,0.0,0.0,0.0,0.0,-2.6132445063542917,0.7527583041746364,2.4617013941187196,-0.15962247013449424,-0.11179774593801962,-0.40312732299357573
singleton,6500729096439900584,0,0,85.35258847449467,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3572734883496869,-1.3828433017135688,-2.0887361505052415,0.09375201415176103,-0.46570763302344503,-0.6184295595786603
