type,key,k1,k2,M,m,a,e,i,dx,dy,dz,x,y,z,vx,vy,vz
binary,563136125677261401,1115147363466561316,15441992182121730342,109.89972527357293,1926.35468014592,67.99998859353605,0.78776037503371,103.27015404763456,8.208336875926369,20.486915917224444,-89.29325715830285,-0.045074553783972834,-0.0010662182863438036,0.08428048777034497,-3.613503858938498,0.4126889304011238,-0.010124197246121397
binary,855904066967522905,17218388361233319131,16840731633060533045,8.419988024787333,431.96772213092794,591.9904856818761,0.046202496603563015,150.2347804152767,-89.89712894680308,-583.6337905197116,-185.29549352466591,-0.6332917817958627,-0.05983471619558114,-0.43682771767984885,-1.056906630612187,0.5899327109495595,0.8750401155651382
binary,8295253006599648147,4993666847205625980,2112023783526859792,0.4169213120394531,436.11507332578486,435.9250710992501,0.5728278411068948,173.03507265544857,511.0580058749962,-449.18056274895645,-69.63818892330494,0.08477612019407617,0.08453135672416696,-0.4576543463144827,0.8376316793158985,-0.09228192751300279,1.8626503374532564
binary,8171586237596595457,16670576784692263948,15424323830504023807,6.803821205643451,438.87131920459086,235.03198164922546,0.8869529457819717,91.21931459443277,248.8012539218094,66.39899582982227,-322.06310395889756,-0.06213667977776485,-0.18538248624381262,-0.028853427401206853,-3.0992382657979216,-2.4543927358546025,2.1456524758588205
binary,16337368389306923714,1991580601677112058,3694171118185910941,0.14080242215073,441.55630895057465,143.37450151542598,0.5094870083817377,107.60273604775622,-118.78273007605745,-145.46919201013884,57.816071582965016,-0.2323402166066847,-0.2304350779255613,-0.34235909905284817,-1.7054195884368955,-0.5442069762187637,2.728388585074956
binary,3706093613579552180,605532010263156615,10427744704611403036,0.5302730591342908,445.3900827032967,283.9306557860968,0.6882596163058434,83.66389685247721,7.719188933799929,-100.21314805754898,-115.56217497842073,-0.34511246156330505,0.061625719091805316,0.04322125528323463,0.8243731674043263,0.09832612732487989,1.914181367517079
binary,10548303670383528898,7465138721047894980,9990443194683764704,6.953893655395028,454.31795023757945,229.10459650382768,0.2831167321806082,70.18163915280972,50.25072666478973,-220.58053633120477,-98.07931380830952,0.2221370833942128,-0.2840360852917483,0.11189147626598644,-0.7782226721722107,1.194166434716489,2.9900854592176684
binary,13012081377708541701,3606431097954797818,2767082726217900288,2.9259990104654343,457.0332141632501,273.91098352440576,0.46999349193621,113.22986293298719,-4.441722012660642,274.4797617249295,-294.4436058962502,-0.025844293341930728,0.020236592255644913,0.1235286698819558,6.350565478084266,-0.8318668785973837,1.8273896886796046
binary,16714919633788899409,12644414403962912204,1806227314892919073,9.228236559360514,458.2911846553501,241.6255777788882,0.6555580067512965,127.01262388504921,-8.120900357655211,-238.9715925204191,317.09566185318613,-0.2595403039164397,-0.46734433847041107,0.29920867070680357,0.4101651867877749,0.23108878053534523,-1.0752750137577758
binary,13473503926797676696,1910601738675741954,12718264810028387271,0.5448271176493449,459.1025568132699,328.3042075498892,0.5013186411606684,57.38309776953139,334.2643196589136,-150.42237123945526,-312.58655140588695,-0.06294339851628203,-0.02370594190801516,-0.09172203522817805,-4.7224970257711965,1.7133229486305346,0.8651453391730656
binary,672215885094731202,8200024453202048414,2039213122476762411,0.2846668603179606,462.103363392332,165.7580723506466,0.6480249024292194,114.59330215617992,172.93462848293677,-54.89967458510823,-24.22260686700906,-0.04904396923770519,0.19466592272431701,-0.02392928312925724,-2.425074262864671,0.3903723542450518,2.629480305249803
