type,key,k1,k2,M,m,a,e,i,x,y,z,vx,vy,vz
binary,9001389121151839321,10968541934267899434,272074463913515183,0.8180718905538732,100.79659811058625,61.50808704443361,0.3886892026870776,52.636752414233484, -0.0073782860516894136,1.3186288792751457,-1.2354584262826198,0.3052493576813675,1.3765504655498606,1.320075996194806
binary,3665685340685210570,14353109453265420228,13425597845086365206,108.32507608364891,1762.074191013963,216.982915005836,0.545606777744444,26.432511508398555, -0.45831465168189883,2.4130566633619353,-2.37293699844332,0.1338330030166429,0.41496760093857543,0.6823874999449938
binary,1235627935088539768,1495504979551089823,10477172537328307568,174.6311694261348,109.17675106127862,457.0618813917716,0.8476844448100894,102.59541035074372, 3.468709851031124,2.0154426305027764,4.419394901583532,-0.36488829742886186,0.7784471006459488,0.5068112446288001
binary,16688591328621734579,6859895215392744177,10078473648416742789,119.49771844786503,3226.2767969934466,621.8059542468967,0.6655949887151186,113.17549329904935, -0.8836721306761102,1.0057762418722413,-1.5908618935369105,-1.7390636849496464,2.3549633130414356,2.469874503526568
binary,9011951278371714010,7300181819898410879,6510343958665391524,166.70538853522226,304.63845172331713,612.5550316980575,0.5155034364811085,69.82520801623248, -0.9751385815761274,-0.987457832590695,-0.37267445419339323,-0.35143164074440447,-0.5160455649477732,-0.23808765963266873
binary,7867627522548400970,13332378962796387675,12177535102878320761,134.52844456313258,11468.13334537774,991.238494847537,0.4157280315275882,67.03974617703442, 2.723956725867009,1.2197243949255643,4.020615266268804,0.3759689723208468,1.0609853275872296,0.38225938954362126
binary,14975592533835577842,489992578324628598,4749327495500351329,235.53599180714318,136.37452800573325,778.825030463707,0.9078558203067041,85.79418006094137, -0.669797177669611,2.0101359333364623,-0.48662339200536964,-0.9528570216252609,-0.8429139931590248,-0.05797868093007326
binary,11424009727373688937,10970412895524334949,14082073047224337232,170.71996113768918,1102.2929756503954,653.9400175726383,0.8087685911477162,42.24176438517107, -1.0157038077164104,1.2766508300686352,-1.4353518031767605,-0.09522466761685704,3.2068080290700682,-0.9819018780388379
binary,9856087658160530882,14004160421071127144,5211205010952639662,255.22233941668722,145.85879226842007,537.3117492128378,0.7569952718791179,146.3633328452253, 2.949265257176051,1.0759003316396885,4.562900669281803,-0.07554643478677224,1.1402072438997148,-0.0076478554519944855
binary,4898224225345014255,4445561874580169126,12524110740949152647,231.66941492988062,376.5523355458398,494.74003675043286,0.7344797543657595,73.76455683448556, -0.8976153293310678,1.2000991275322572,-1.3140285546405166,-1.0868689573969796,3.2312667477426853,-0.18473960485913904
binary,16285713056058503787,7363117109530154661,14633043122570703074,187.2880960389502,1544.9499713417076,323.83646692702956,0.7888588504190698,39.7297701979788, 3.1469996857380744,1.6495911529201863,4.3527735183911345,0.5134953732480267,-0.18267848040605875,0.6368464741520592
