type,key,k1,k2,M,m,a,e,i,dx,dy,dz,x,y,z,vx,vy,vz
binary,7364231888907878640,9215365802298895812,7251420051575217116,1.3865044867780685,794.5601712238212,491.5596838213182,0.5776974315761791,35.1102156271266,-202.9939116778949,-167.14255786731783,-157.62075957386327,-0.40376363612034244,-0.438585440872783,0.46294826836706804,0.9085290641875372,-1.6774122916068033,0.29276177937149045
binary,14506504799770278093,15681766848896618714,4177509550710303978,0.9734428698253795,30895.354140234267,714.7318117080868,0.9710609158026563,108.69419415685282,458.16490038411007,-983.8119205687987,-130.54174920082602,0.060787744834415576,0.04552611206117103,-0.033283885000670824,-0.6697719008342776,0.8649364223402829,0.5085340571853728
singleton,9036605384727158178,0,0,469.1735076364554,0.0,0.0,0,0.0,0.0,0.0,0.0,0.10546030160607052,-0.11622652829635778,-0.35190850608540447,-2.1428457694178746,-0.12569386762743592,-2.03114886791776
singleton,11294577805726590787,0,0,264.67297020841477,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.31802040084476707,-0.28649140340657075,0.24178213600582765,-2.768701539309287,-0.3576296051869072,-1.4834460757641472
singleton,8668138570452189570,0,0,247.17761203132218,0.0,0.0,0,0.0,0.0,0.0,0.0,0.010759533055447915,-0.32530685494396344,0.2180581090663201,-2.1340960166181824,-2.209783414303823,1.2841413623968818
singleton,15702077148184202478,0,0,275.5570684561174,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.6784284802659433,-0.30971181012046584,-0.3872483264917678,-0.07359622747760845,1.0048270802052308,0.6778885179469925
singleton,12771595844315635274,0,0,110.95360918092953,0.0,0.0,0,0.0,0.0,0.0,0.0,0.488429799429256,0.28179246435394945,-0.5374122466759068,-0.7224925352531675,-0.24253367163239617,-1.6868565368317503
singleton,4611695593613254134,0,0,367.1093384019351,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.36090899193492443,0.38599125417621877,-1.6639867046381875,0.32566935453846907,-0.3301328319114212,0.6707044038079126
singleton,6836996967805148662,0,0,974.9621241794653,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.4881999896883227,-0.5097904798935742,0.38423008336881376,-0.8812819955318286,-0.6500195275966301,1.1574471397950548
singleton,9198462348933475880,0,0,342.16835381315747,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.001043688812346799,0.05408883518872615,0.09472875215897061,3.3948073802974004,-0.5253705781783096,-1.1047320833757586
singleton,13390801459253794050,0,0,103.0951548741858,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.5903765623012159,-0.15541703050069586,-0.575171971182258,-1.0992911551841082,0.020749137378993414,0.4694645643228546
singleton,16181050444187458060,0,0,355.8245314968004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.09554000252304536,-0.2112173111013426,0.006358818915567676,-0.2851597368134776,0.9742223769514342,-2.870692140765961
singleton,7931929443600696750,0,0,279.27321729133376,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0917718480005199,-0.08346010937495305,-0.45488658064088905,-0.07671291242388344,-1.4481177682437425,-0.9904190903998141
singleton,16934816376996344872,0,0,265.32841852837083,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.1823300861415746,-1.1665726154230842,-0.09758641967026623,-1.5262987824783136,0.6872327281936399,-1.0887476751302105
singleton,16106930302830926709,0,0,164.0056425280181,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.6176165958074611,-0.6589542664623758,0.8891620937605575,1.3994796801470344,0.2548129726738868,0.9750973840575572
singleton,2029037918876893385,0,0,331.90947973034497,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.06489926705719648,-0.11857276911720589,-0.29583090088673875,-0.780666648638086,-0.07083754229476928,-0.9515264101086611
singleton,5079804405474510927,0,0,213.06444195706266,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.5242826514037962,-0.8730800830241843,0.3619194891237487,0.3586116093657051,-0.07110843159688211,-1.1501324308538998
singleton,6546026492935834614,0,0,2458.6622356782054,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.20758684690754997,-0.6626144352344905,0.19516793135000932,-0.43457885792225676,1.152874599448459,0.38548936350796636
singleton,14491284261036577778,0,0,125.8197321167265,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.0880050165824648,-0.22206542077179142,0.04848194934194234,-0.6847765092027664,-2.3628673504377575,0.8193188539504899
singleton,16618006745648920441,0,0,198.75952813781802,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.2445247044688918,0.10122694306678108,0.1116071218641402,-0.7379314116788539,-0.5040810039843238,2.1577153806441087
singleton,16149338702796857835,0,0,127.2370224159386,0.0,0.0,0,0.0,0.0,0.0,0.0,0.8870111992523672,0.7554240934039539,-0.9213480616518691,-0.1484622504102626,-0.33424355176858944,0.11483272273601476
singleton,10031858618150640372,0,0,137.74453609252876,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.7077162593782468,0.30242664842706196,0.2759921570268244,-1.5344776474656014,0.3671728821520775,-0.16934686626277737
singleton,15071041943114509780,0,0,306.12046953814206,0.0,0.0,0,0.0,0.0,0.0,0.0,0.011028655675914946,-0.256493868123161,-0.6296558070929035,0.7858451949795499,0.6022857994163701,0.7778021559387085
singleton,15181758844620635616,0,0,528.7451089162732,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.03420714592707208,0.0023637105150549017,0.03375218174324094,-1.9361017929653712,0.33827384606690525,2.3380085920336713
singleton,17607160890079406845,0,0,119.74830051920141,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.08591173852528187,-0.23824378918337355,1.0023294791547415,-1.0849007807069058,-0.8322481507557432,-0.8160773540196016
singleton,17725739310479036803,0,0,116.82934621565785,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.18656494237053894,-0.8048924528480416,-0.1057512817022509,0.9707812384341125,0.3584344103501905,-2.4886088887865068
singleton,9567456472962006414,0,0,152.60795420332425,0.0,0.0,0,0.0,0.0,0.0,0.0,0.09764973781420587,0.059676435622320195,0.29859590047250834,0.23991065245603496,0.03414965394539521,-1.9686859445356004
singleton,817742329738905537,0,0,192.49960906325362,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.26334182794190897,-0.030023560312734326,-0.9285123173233407,-1.709898590697219,1.0555618866689251,0.4294925562949315
singleton,14151584789089360150,0,0,140.2727153524999,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.9948611423053917,0.366797568443951,-0.02940309880469066,-0.013659360574450463,0.8830856700279811,-0.11088102577966794
singleton,2664299816850954503,0,0,716.904926527097,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9807418507848679,0.27747057866594765,0.6678879891928976,0.5988975595006177,-1.0324908352642908,1.99264068949829
singleton,974063682006650588,0,0,90.4210048314332,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.3953320366558208,0.5900850914315652,-0.11593105487414826,1.116931839849818,0.3959294387599143,0.21700065502365565
singleton,4332231107816614047,0,0,881.5659181002787,0.0,0.0,0,0.0,0.0,0.0,0.0,0.32173558636366223,-0.29458089996279235,-0.34396805295743726,-1.0155487983841622,0.05043065699628853,-1.6337962225094904
singleton,12653865321032601459,0,0,169.72207396996458,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.1916703184879698,0.18462596818547497,0.3628992874335115,-1.4362654372358163,1.703806199549425,-1.8480785585166533
singleton,944185801304380448,0,0,115.47469406701654,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.02828963087814384,-0.29140063198439786,0.0077931046164812405,-2.305832525189718,-1.0140798000024538,0.3234948637174082
singleton,5495562553108180174,0,0,355.58319128604427,0.0,0.0,0,0.0,0.0,0.0,0.0,1.7422632985067747,-0.2850084160099249,-0.4404490974300195,0.7813423055429343,-0.044607142799973576,-0.26394607527619907
singleton,14845432274290134428,0,0,138.49179906453324,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.07396069074746126,0.1994076192877375,-0.06245987645827261,1.338503985051194,-1.2147466684074457,2.0478152698123733
singleton,4698963150758076467,0,0,91.43750398263563,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.21986206790221544,-0.29838278418006053,0.2114202000996316,-0.4224602307145742,0.7846690581177055,1.7195754741149676
singleton,10421126938307997828,0,0,826.2447770944237,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0795214714009617,-0.7625143872336829,-0.09679229439180456,-1.6409334186924174,1.0237319391363946,1.0891003364620266
singleton,2916460987164270058,0,0,91.55253294573575,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.4297723356930672,0.9976726098944185,1.9650728790170875,0.271679921717305,0.3207371926642526,-0.453605108304685
singleton,14142363201094394197,0,0,192.80533308138533,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.4444583282493309,0.2763679203450939,0.8350821028128858,-0.683262017896944,0.7235944619061176,0.979070204500588
singleton,41948274848295495,0,0,492.93281474800864,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4259334993090305,-0.5343910178699475,-0.25934469169086655,1.5027750250506302,-1.2126445081231525,0.19899186075672262
singleton,9433516805845040994,0,0,179.8618122526534,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.5176527197556671,0.9462536336590395,0.9132673872282391,0.6171091728493733,0.13145666667022923,-1.521532899518888
singleton,15326015461513213728,0,0,523.8139835750699,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5542774559618666,2.5321498746650404,1.7592521434837773,0.47487696266928614,0.05712004139139002,-0.8438935622482138
singleton,9403173624710256314,0,0,293.13113512322514,0.0,0.0,0,0.0,0.0,0.0,0.0,0.10170191633058452,-0.2408066582821366,-0.42342712514677633,0.8578351219092836,0.13518712072403216,-0.5328825966344748
singleton,13072424968317397966,0,0,383.5045094234383,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2963056814776066,-0.31366258081737,0.5443733582911793,0.3075297541468843,-1.4330767392204207,2.1971512203387102
singleton,17513433993606859330,0,0,487.7636748008814,0.0,0.0,0,0.0,0.0,0.0,0.0,0.035037848416006,-0.04408112361827771,0.5100892411958774,-0.057687798020037366,0.010467907340878848,1.1923080420265437
singleton,13745219648241332735,0,0,134.93428045865093,0.0,0.0,0,0.0,0.0,0.0,0.0,0.19971533787859905,-0.18569789148847973,-0.1365530510026415,-1.906929772460349,-1.937070459188213,-1.0996322330778536
singleton,9595797967750267350,0,0,237.6768125534594,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.25407230971286326,-0.3315327240864378,-0.16519540599220936,1.583598130066237,-0.8043656639086196,1.8100615591806015
singleton,1670979806091892992,0,0,573.4328162464707,0.0,0.0,0,0.0,0.0,0.0,0.0,0.604174750033313,0.07318262867744697,-0.10428739370634643,0.6224399385456713,1.3459707412804485,2.5995322353474313
singleton,16854886966289334787,0,0,309.3420099813462,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.20547722342350275,0.19123234945359757,0.01889308713578425,-2.676651012601401,2.3234647037148233,0.7948724316080376
singleton,12669067007909341818,0,0,1103.7928297767148,0.0,0.0,0,0.0,0.0,0.0,0.0,0.09290218417098772,-0.3933617143044621,1.3325095738698052,-0.6425040598381522,-0.018021520184223344,0.7904864323866315
singleton,8011138157218380189,0,0,223.90144625656086,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.10837506933874944,-0.12104337510783302,0.3183273620821224,-1.61506026557303,-0.15386891474379266,-0.7542437800341667
singleton,17630189969925289344,0,0,424.03330144214164,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.16124354795043638,-0.06878001562867342,-0.1678331944722132,0.10238291450873685,1.0083584164623782,-1.023763017766776
singleton,2864225637902751044,0,0,197.82409224092305,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.09760986348844812,-0.03965028093395919,-0.44755400635751136,0.4468450016564242,-0.6365597257713922,1.1542703751069292
singleton,1029375529819106003,0,0,186.47220794544052,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.06842167794197351,0.34013643941746824,-0.28581855377235454,0.377660774122811,-0.5789618483528619,-1.4053728942199912
singleton,13726308030166895863,0,0,542.3577590436349,0.0,0.0,0,0.0,0.0,0.0,0.0,0.29892830037260676,-0.3608246507081968,-0.06028192551028817,0.6725659578424196,-1.2509985166410478,1.9972987503968527
singleton,12403820725939716460,0,0,981.2733597953538,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5480127906173178,0.8964764027192439,0.2814287804263054,-1.6912713200111766,-0.0568278721174228,-0.44636606007376645
singleton,312168788434029627,0,0,107.15619302343654,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.16709686978934976,0.2721782645091552,0.10392579687114661,-0.7344386324393767,1.3333670785209588,0.0993563020132438
